Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"1BC20","1BC20","ucrtbase.dll",0.0102,0.9910,0.0102,0.9910
"F17A0","F17A0","ucrtbase.dll",0.0101,0.9889,0.0101,0.9889
"87865","87865","ucrtbase.dll",0.0101,0.9877,0.0101,0.9877
"4FC0","4FC0","ucrtbase.dll",0.0101,0.9871,0.0101,0.9871
"F1A29","F1A29","ucrtbase.dll",0.0101,0.9848,0.0101,0.9848
"4FC6","4FC6","ucrtbase.dll",0.0101,0.9808,0.0101,0.9808
"666EB","666EB","ucrtbase.dll",0.0100,0.9768,0.0100,0.9768
"845C","845C","ucrtbase.dll",0.0100,0.9740,0.0100,0.9740
"22B22","22B22","ucrtbase.dll",0.0098,0.9580,0.0098,0.9580
"6B960","6B960","ucrtbase.dll",0.0090,0.8726,0.0090,0.8726
"6291","6291","ucrtbase.dll",0.0088,0.8562,0.0088,0.8562
"F18C6","F18C6","ucrtbase.dll",0.0080,0.7782,0.0080,0.7782
"4B030","4B030","ucrtbase.dll",0.0076,0.7359,0.0076,0.7359
"74C2","74C2","ucrtbase.dll",0.0057,0.5549,0.0057,0.5549
