Name,Address,Module,SelfTimePercentage,SelfTimeMs,TotalTimePercentage,TotalTimeMs
"?CheckTraceAndThrottle@SampledDiagnosticsThrottler@Diagnostics@Mso@@UEAA_NAEBUTraceHeader@Logging@3@@Z","AF200","Mso20win32client.dll",0.0205,2.0000,0.0309,3.0074
"?Detach@Activity@Telemetry@Mso@@QEAA?AV?$TCntPtr@UIDetachedActivity@Telemetry@Mso@@@3@XZ","13DD0","Mso20win32client.dll",0.0205,2.0000,0.0205,2.0000
"?DoPostXmlParseCleanup@Rule@Telemetry@Mso@@UEAAXXZ","FA630","Mso20win32client.dll",0.0205,2.0000,0.0205,2.0000
"?GetConfigurationFromDefaultAndCacheIfApplicable@ConfigurationManager@Configuration@Storage@@AEBAXW4ConfigurationId@23@AEAUConfigurationEntry@23@@Z","41F24","Mso20win32client.dll",0.0205,2.0000,0.0561,5.4630
"?GetUlsColumnFlags@ULSRuleSelector@Telemetry@Mso@@QEBA?AW4UlsColumns@23@KW4Category@Logging@3@W4InternalSeverity@63@@Z","13315C","Mso20win32client.dll",0.0205,2.0000,0.0488,4.7590
"?HandleStarts@RuleParseHelper_V@Telemetry@Mso@@IEAAJAEAVXmlReaderHelper@23@@Z","19BE50","Mso20win32client.dll",0.0205,2.0000,0.0205,2.0000
"?HasStreamDataToWrite@SendRequestHelper@Http@Mso@@QEBA_NXZ","2412E4","Mso20win32client.dll",0.0205,2.0000,0.0205,2.0000
"?InvokeInCallbackContext@Async@Mso@@YAX$$QEAV?$Functor@$$A6AXXZ@2@PEAVIDispatchQueue@12@PEAUIIdleDispatchQueue@Details@12@_N@Z","BF40","Mso20win32client.dll",0.0205,2.0000,22.1882,2161.8240
"?lock@_Mutex_base@std@@QEAAXXZ","41EA0","Mso20win32client.dll",0.0205,2.0000,0.0514,5.0061
"?LogStructuredTraceTag@Logger@Logging@Mso@@UEAAXAEBUTraceHeader@23@PEB_WAEBUIStructuredTrace@23@@Z","36FE0","Mso20win32client.dll",0.0205,2.0000,0.8584,83.6343
"?MsoCchCanonicalizePath@@YAHPEA_WH@Z","3D180","Mso20win32client.dll",0.0205,2.0000,0.0205,2.0000
"?PostSelfToOwner@CWorkerQueue@@UEAAXH@Z","EBF60","Mso20win32client.dll",0.0205,2.0000,0.0312,3.0426
"?Release@?$UnknownObject@USimpleNoQuery@RefCountStrategy@Mso@@U?$IFunctor@XAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@H@3@@Mso@@UEAAKXZ","EB2B0","Mso20win32client.dll",0.0205,2.0000,0.0205,2.0000
"?StartsWith@StringAscii@Mso@@SA_NPEB_WH0H@Z","3B348","Mso20win32client.dll",0.0205,2.0000,0.0205,2.0000
"?TryDecode@?$TBase64Decoder@D@Base64@Mso@@UEAA_NAEBV?$basic_string_view@DU?$char_traits@D@std@@@std@@@Z","2480C0","Mso20win32client.dll",0.0205,2.0000,0.0205,2.0000
"?NotifyNewConfigsAvailable@ABConfigsCollection@Experiment@Mso@@QEAAIW4ConfigSource@23@AEBV?$shared_ptr@UFeatureConfigs@Experiment@Mso@@@std@@_NPEAUIConfigContext@23@@Z","5EB58","Mso20win32client.dll",0.0205,1.9995,0.2463,23.9966
"?_Min@?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CB_KV?$map@_KUCluster@Syzygy@@U?$less@_K@std@@V?$allocator@U?$pair@$$CB_KUCluster@Syzygy@@@std@@@4@@std@@@std@@@std@@@std@@SAPEAU?$_Tree_node@U?$pair@$$CB_KV?$map@_KUCluster@Syzygy@@U?$less@_K@std@@V?$allocator@U?$pair@$$CB_KUCluster@Syzygy@@@std@@@4@@std@@@std@@PEAX@2@PEAU32@@Z","A8E4","Mso20win32client.dll",0.0205,1.9989,0.0205,1.9989
"??0TelemetryValue@Telemetry@Mso@@QEAA@$$QEAV012@@Z","29900","Mso20win32client.dll",0.0204,1.9917,0.0204,1.9917
"MsoWchToUpperLid","B3B80","Mso20win32client.dll",0.0203,1.9800,0.0203,1.9800
"??1?$unique_ptr@UISingleDataField@Telemetry@Mso@@U?$default_delete@UISingleDataField@Telemetry@Mso@@@std@@@std@@QEAA@XZ","2DB2C","Mso20win32client.dll",0.0201,1.9578,0.0201,1.9578
"?_Fnv1a_append_bytes@std@@YA_K_KQEBE_K@Z","46670","Mso20win32client.dll",0.0199,1.9379,0.0199,1.9379
"?ReceiveEvent@CompositeEventSink@Telemetry@Mso@@QEAAXAEBUTelemetryEvent@23@@Z","23FE4","Mso20win32client.dll",0.0195,1.8964,2.0234,197.1442
"inflate","EF000","Mso20win32client.dll",0.0188,1.8299,0.1428,13.9163
"?AllocateEx@Memory@Mso@@YAPEAX_KK@Z","259E0","Mso20win32client.dll",0.0182,1.7763,0.1648,16.0590
"?IsNameOrEndObjectAllowed@?$TWriter@D@Json@Mso@@QEBA_NXZ","1621E0","Mso20win32client.dll",0.0171,1.6702,0.0171,1.6702
"?Accept@SingleDataFieldCollection@Telemetry@Mso@@UEBAXAEAUIDataFieldVisitor@23@@Z","11660","Mso20win32client.dll",0.0170,1.6590,0.1683,16.3990
"??0MathEnabledEventField@Telemetry@Mso@@QEAA@AEBV012@@Z","2AA50","Mso20win32client.dll",0.0159,1.5453,0.0159,1.5453
"??$_Allocate@$0BA@U_Default_allocate_traits@std@@@std@@YAPEAX_K@Z","2CED0","Mso20win32client.dll",0.0155,1.5079,0.4446,43.3172
"?TryGetInt64@?$JsonReader@_W@Json@Mso@@UEBA?AV?$optional@_J@std@@XZ","134610","Mso20win32client.dll",0.0152,1.4847,0.0255,2.4837
"__chkstk","1F7820","Mso20win32client.dll",0.0150,1.4630,0.0150,1.4630
"?ParseIntWz@@YAHPEB_WPEAH_N@Z","31094","Mso20win32client.dll",0.0148,1.4382,0.0148,1.4382
"?GetFieldName@FieldProperties@Telemetry@Mso@@QEBAPEB_WE@Z","BA68C","Mso20win32client.dll",0.0145,1.4175,0.0145,1.4175
"?GetFolder@ShellFolderCache@ShellFolder@Mso@@QEAA?AW4CopyStatus@123@IPEA_WI@Z","F395C","Mso20win32client.dll",0.0144,1.4000,0.0349,3.4000
"?LogTrace@TraceCollector@Diagnostics@Mso@@UEAAXAEBV?$DiagnosticLog_t@V?$DiagnosticsStringBuilder@D$0EAA@@Diagnostics@Mso@@VDiagnosticLogSerializer@23@@23@@Z","245E0","Mso20win32client.dll",0.0137,1.3390,0.1573,15.3307
"?HandleColumn@RuleParseHelper_V@Telemetry@Mso@@IEAAJAEAVXmlReaderHelper@23@@Z","433D0","Mso20win32client.dll",0.0137,1.3325,0.3013,29.3597
"?AddInput@FilterRule@Telemetry@Mso@@UEAA_NPEBURoutingInfo@23@@Z","14F080","Mso20win32client.dll",0.0136,1.3218,0.0136,1.3218
"?ImplementXmlHandler@RuleParseHelper_V@Telemetry@Mso@@IEAAJAEAVXmlReaderHelper@23@PEAUXmlHandlerInfo@23@I_N@Z","43080","Mso20win32client.dll",0.0131,1.2783,0.6616,64.4579
"??$GetOptimizedValue@_N@ABConfigsCollection@Experiment@Mso@@QEAA_NAEBV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@AEB_NAEBUScopeEvaluator@AB@2@AEBU?$pair@$$CBE$$CB_N@4@_N@Z","41FDC","Mso20win32client.dll",0.0131,1.2747,0.0872,8.4942
"??_M@YAXPEAX_K1P6AX0@Z@Z","1C6630","Mso20win32client.dll",0.0129,1.2560,0.0129,1.2560
"?ValidateEvent@Details@Telemetry@Mso@@YA?AW4EventValidationError@123@AEBUEventName@23@AEBV?$shared_ptr@UEventContract@Telemetry@Mso@@@std@@AEBUEventFlags@23@AEBUIDataField@23@W4ContentType@23@@Z","106F6C","Mso20win32client.dll",0.0127,1.2372,0.0401,3.9054
"?append@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@QEAAAEAV12@QEB_W_K@Z","38F74","Mso20win32client.dll",0.0121,1.1751,0.0599,5.8319
"??1?$SimpleRefCountMemoryGuard@VInstance@Lithium@Storage@@UMakeAllocator@Mso@@@Mso@@QEAA@XZ","15C418","Mso20win32client.dll",0.0120,1.1704,0.0120,1.1704
"?CbHashSize@CNGHashObj@Mso@@UEBAKXZ","184C30","Mso20win32client.dll",0.0110,1.0707,0.0110,1.0707
"??$AppendJsonString@D$0A@@?$DiagnosticsStringBuilder@D$0EAA@@Diagnostics@Mso@@QEAA_NPEBDV?$optional@_K@std@@@Z","1347C4","Mso20win32client.dll",0.0110,1.0673,0.0110,1.0673
"?GetMsoMemHeap@Memory@Mso@@YAPEAUIMsoMemHeap@@XZ","157C90","Mso20win32client.dll",0.0109,1.0616,0.0109,1.0616
"?now@HighPrecisionSteadyClock@Chrono@Storage@@YA?AV?$time_point@Usteady_clock@chrono@std@@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@23@@chrono@std@@XZ","226610","Mso20win32client.dll",0.0108,1.0554,0.0217,2.1108
"??$_Construct_from_iter@PEADPEAD_K@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@AEAAXPEADQEAD_K@Z","579F0","Mso20win32client.dll",0.0107,1.0432,0.0210,2.0426
"?CreateFromTelemetryEvent@EventPropertiesFactory@AriaEventSink@Mso@@QEAA?AV?$optional@UEventProperties@AriaApi@Telemetry@Mso@@@std@@AEBUTelemetryEvent@Telemetry@3@_NAEBV?$optional@USampleRate@Sampling@Telemetry@Mso@@@5@AEBV?$optional@W4SamplingPolicy@Telemetry@Mso@@@5@@Z","16F664","Mso20win32client.dll",0.0106,1.0348,0.4484,43.6835
"?WriteRawChars@?$TWriter@_W@Json@Mso@@AEAAXAEBV?$basic_string_view@_WU?$char_traits@_W@std@@@std@@@Z","16239C","Mso20win32client.dll",0.0105,1.0220,0.0208,2.0218
"??0?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@QEAA@AEBV01@@Z","22ACC","Mso20win32client.dll",0.0104,1.0132,0.0254,2.4709
"??1CBaseWorkObject@@UEAA@XZ","EB080","Mso20win32client.dll",0.0104,1.0093,0.0104,1.0093
"?ValidateEventContract@DataFieldValidator@Details@Telemetry@Mso@@QEAAXAEBUEventContract@34@@Z","1077A0","Mso20win32client.dll",0.0104,1.0092,0.0104,1.0092
"?IsGlobalEnvironment@FederationInfo@FederationProvider@Authentication@Mso@@CA_NAEBV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@@Z","331C30","Mso20win32client.dll",0.0103,1.0082,0.0103,1.0082
"??$_Try_emplace@AEB_K$$V@?$_Hash@V?$_Umap_traits@_KIV?$_Uhash_compare@_KU?$hash@_K@std@@U?$equal_to@_K@2@@std@@V?$allocator@U?$pair@$$CB_KI@std@@@2@$0A@@std@@@std@@IEAA?AU?$pair@PEAU?$_List_node@U?$pair@$$CB_KI@std@@PEAX@std@@_N@1@AEB_K@Z","AF578","Mso20win32client.dll",0.0103,1.0074,0.0103,1.0074
"??$AppendJsonKey@D$0A@@?$DiagnosticsStringBuilder@D$0EAA@@Diagnostics@Mso@@QEAA_NPEBDAEBV?$basic_string_view@DU?$char_traits@D@std@@@std@@@Z","22260","Mso20win32client.dll",0.0103,1.0057,0.0103,1.0057
"?EvaluateGroupedFeatureGates@ABConfigsCollection@Experiment@Mso@@AEBAXAEBV?$shared_ptr@V?$vector@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@V?$allocator@V?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@@2@@std@@@std@@AEBV?$shared_ptr@VABConfig@Experiment@Mso@@@5@@Z","41CB4","Mso20win32client.dll",0.0103,1.0056,0.0206,2.0065
"?ForEachLoggingDependency@Rule@Telemetry@Mso@@UEBAXAEBV?$FunctorRef@$$A6AXAEBURoutingInfo@Telemetry@Mso@@@Z@3@@Z","B9650","Mso20win32client.dll",0.0103,1.0054,0.0205,1.9978
"?IsLabMachine@BuildInfo@Experiment@Mso@@UEAA_N_N@Z","159050","Mso20win32client.dll",0.0103,1.0053,0.0103,1.0053
"MsoWzLowerCore","53560","Mso20win32client.dll",0.0103,1.0051,0.0103,1.0051
"?WriteBool@StringWriter@Unicode@Json@Mso@@UEAA_N_N@Z","1C89F0","Mso20win32client.dll",0.0103,1.0048,0.0103,1.0048
"?map_fields@_Object@details@Json@Mso@@AEAAXXZ","261C0","Mso20win32client.dll",0.0103,1.0033,0.0103,1.0033
"?ForEachMatchingRule@ULSRuleSelector@Telemetry@Mso@@UEBAXKW4Category@Logging@3@W4InternalSeverity@53@V?$function@$$A6AXAEBV?$shared_ptr@UIRule@Telemetry@Mso@@@std@@@Z@std@@@Z","B8400","Mso20win32client.dll",0.0103,1.0027,0.3053,29.7443
"??$_Try_emplace@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@$$V@?$_Hash@V?$_Umap_traits@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$unique_ptr@UAggregation@Telemetry@Mso@@U?$default_delete@UAggregation@Telemetry@Mso@@@std@@@2@V?$_Uhash_compare@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$unique_ptr@UAggregation@Telemetry@Mso@@U?$default_delete@UAggregation@Telemetry@Mso@@@std@@@2@@std@@@2@$0A@@std@@@std@@IEAA?AU?$pair@PEAU?$_List_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$unique_ptr@UAggregation@Telemetry@Mso@@U?$default_delete@UAggregation@Telemetry@Mso@@@std@@@2@@std@@PEAX@std@@_N@1@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@1@@Z","25604","Mso20win32client.dll",0.0103,1.0025,0.0103,1.0025
"??0TelemetryEventParams@Telemetry@Mso@@QEAA@$$QEAV012@@Z","61764","Mso20win32client.dll",0.0103,1.0025,0.0103,1.0025
"?Release@?$TRefCountedImpl@UILogWriter@Logging@Mso@@@Mso@@UEBAXXZ","D300","Mso20win32client.dll",0.0103,1.0025,0.0103,1.0025
"?_Tidy_deallocate@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AEAAXXZ","29590","Mso20win32client.dll",0.0103,1.0023,0.0308,3.0041
"?PassEventViaRoutingInfo@RuleImplementor@Telemetry@Mso@@SAXPEAUIRuleImplementor@23@PEAV?$vector@URoutingInfo@Telemetry@Mso@@V?$allocator@URoutingInfo@Telemetry@Mso@@@std@@@std@@AEAUEventID@23@AEBUITelemetryEvent@23@I@Z","B9CF8","Mso20win32client.dll",0.0103,1.0022,0.2403,23.4147
"?GetCurrentCorrelation@CorrelationManager@Logging@Mso@@YA?AU_GUID@@XZ","20474","Mso20win32client.dll",0.0103,1.0021,0.0103,1.0021
"?SerializeLog@DiagnosticLogSerializer@Diagnostics@Mso@@SA_NAEAV?$DiagnosticsStringBuilder@D$0EAA@@23@AEBV?$DiagnosticLog_t@V?$DiagnosticsStringBuilder@D$0EAA@@Diagnostics@Mso@@VDiagnosticLogSerializer@23@@23@@Z","20BDC","Mso20win32client.dll",0.0103,1.0020,0.0452,4.4013
"?GetHashedName@Experiment@Mso@@YA?AV?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@PEB_W@Z","42530","Mso20win32client.dll",0.0103,1.0019,0.0504,4.9071
"?SubmitEventProcessingItemIdempotent@UlsDataCollector@Telemetry@Mso@@AEAA_NPEQ123@_NP6AAEAVIDispatchQueue@Async@3@XZ@Z","1F544","Mso20win32client.dll",0.0103,1.0018,0.0103,1.0018
